player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,preferred_foot
P01070,Victor Aribo,21,Nigerian,Nigeria,4,Defender,185,79,Left
P01075,Calvin Sanusi,21,Nigerian,Nigeria,9,Defender,178,72,Left
P01080,Samuel Uzoho,19,Nigerian,Nigeria,14,Midfielder,181,74,Right
P01084,Calvin Ejuke,20,Nigerian,Nigeria,18,Midfielder,186,77,Left
P01082,Alex Awoniyi,19,Nigerian,Nigeria,16,Midfielder,176,75,Right
P01073,Alex Ekong,30,Nigerian,Nigeria,7,Defender,190,77,Right
P01072,Wilfred Moffi,28,Nigerian,Nigeria,6,Defender,175,72,Right
P01069,Wilfred Okafor,22,Nigerian,Nigeria,3,Goalkeeper,187,77,Right
P01068,Samuel Iwobi,28,Nigerian,Nigeria,2,Goalkeeper,194,83,Left
P00599,Enner Caicedo,30,Ecuadorian,Ecuador,1,Goalkeeper,185,74,Right
P00623,Gonzalo Mena,24,Ecuadorian,Ecuador,25,Forward,169,71,Right
P00610,Jackson Canga,27,Ecuadorian,Ecuador,12,Defender,194,82,Right
P00609,Felix Rodriguez,23,Ecuadorian,Ecuador,11,Defender,188,76,Right
P00603,Moises Torres,30,Ecuadorian,Ecuador,5,Defender,192,75,Left
P00604,Pervis Gruezo,28,Ecuadorian,Ecuador,6,Defender,188,77,Right
P00618,Felix Caicedo,28,Ecuadorian,Ecuador,20,Midfielder,183,73,Right
P00617,Diego Molina,24,Ecuadorian,Ecuador,19,Midfielder,186,83,Right
P00607,Sebastian Angulo,28,Ecuadorian,Ecuador,9,Defender,184,74,Right
P00616,Sebastian Pellerano,32,Ecuadorian,Ecuador,18,Midfielder,179,73,Right
P00602,Enner Hincapie,24,Ecuadorian,Ecuador,4,Defender,183,76,Right
P00615,Gonzalo Zapata,22,Ecuadorian,Ecuador,17,Midfielder,183,76,Right
P00620,Moises Pellerano,24,Ecuadorian,Ecuador,22,Forward,180,75,Left
P00621,Pervis Molina,24,Ecuadorian,Ecuador,23,Forward,177,75,Left
P00613,Pervis Palacios,27,Ecuadorian,Ecuador,15,Midfielder,178,76,Right
P00611,Enner Ibarra,29,Ecuadorian,Ecuador,13,Midfielder,175,72,Left
P00624,Sebastian Preciado,22,Ecuadorian,Ecuador,26,Forward,187,77,Right
P00614,Angel Intriago,25,Ecuadorian,Ecuador,16,Midfielder,177,71,Right
P00612,Moises Minda,27,Ecuadorian,Ecuador,14,Midfielder,178,75,Right
P00619,Enner Zapata,23,Ecuadorian,Ecuador,21,Forward,175,76,Left
P00606,Gonzalo Ramirez,23,Ecuadorian,Ecuador,8,Defender,197,84,Right
P00608,Diego Pacho,30,Ecuadorian,Ecuador,10,Defender,189,81,Left
P00605,Angel Plata,30,Ecuadorian,Ecuador,7,Defender,175,73,Left
P00622,Angel Caicedo,33,Ecuadorian,Ecuador,24,Forward,183,77,Left
P00601,Pervis Preciado,30,Ecuadorian,Ecuador,3,Goalkeeper,190,75,Right
P00600,Moises Mena,32,Ecuadorian,Ecuador,2,Goalkeeper,185,80,Right
P00937,Akram Ali,31,Qatari,Qatar,1,Goalkeeper,188,77,Left
P00942,Hassan Pedro,23,Qatari,Qatar,6,Defender,174,77,Left
P00945,Abdelaziz Ismaeel,28,Qatari,Qatar,9,Defender,187,76,Right
P00951,Hassan Al-Nobi,29,Qatari,Qatar,15,Midfielder,181,73,Right
P00949,Akram Mesa,29,Qatari,Qatar,13,Midfielder,171,71,Right
P00961,Karim Boudiaf,27,Qatari,Qatar,25,Forward,183,75,Right
P00954,Abdelaziz Al-Mohannadi,30,Qatari,Qatar,18,Midfielder,179,75,Right
P00958,Almoez Al-Mohannadi,30,Qatari,Qatar,22,Forward,180,76,Right
P00950,Almoez Al-Attiyah,27,Qatari,Qatar,14,Midfielder,173,68,Right
P00956,Ali Ali,25,Qatari,Qatar,20,Midfielder,183,76,Right
P00960,Boualem Ali,22,Qatari,Qatar,24,Forward,176,73,Right
P00947,Ali Abdelaziz,28,Qatari,Qatar,11,Defender,189,74,Left
P00953,Karim Al-Ahmad,30,Qatari,Qatar,17,Midfielder,185,76,Right
P00941,Almoez Muntari,22,Qatari,Qatar,5,Defender,180,76,Left
P00957,Akram Al-Ahmad,23,Qatari,Qatar,21,Forward,173,65,Left
P00944,Karim Barsham,22,Qatari,Qatar,8,Defender,181,73,Left
P00948,Mohammed Al-Hammadi,34,Qatari,Qatar,12,Defender,179,69,Right
P00943,Boualem Hasan,23,Qatari,Qatar,7,Defender,186,81,Right
P00940,Akram Hatem,25,Qatari,Qatar,4,Defender,182,80,Right
P00946,Ahmed Al-Dosari,18,Qatari,Qatar,10,Defender,187,76,Right
P00952,Boualem Moez,28,Qatari,Qatar,16,Midfielder,173,73,Right
P00959,Hassan Mahmoud,17,Qatari,Qatar,23,Forward,180,81,Right
P00962,Abdelaziz Abdulla,24,Qatari,Qatar,26,Forward,181,77,Left
P00955,Ahmed Mahmoud,31,Qatari,Qatar,19,Midfielder,174,68,Right
P00938,Almoez Boudiaf,35,Qatari,Qatar,2,Goalkeeper,188,76,Right
P00939,Hassan Abdulla,22,Qatari,Qatar,3,Goalkeeper,200,82,Right
P00055,Rodri Fati,26,Spanish,Spain,3,Goalkeeper,195,75,Left
P00059,Alvaro Oyarzabal,23,Spanish,Spain,7,Defender,191,81,Left
P00067,Rodri Alonso,25,Spanish,Spain,15,Midfielder,183,78,Right
P00075,Rodri Mikel,25,Spanish,Spain,23,Forward,173,73,Right
P00063,Dani Garcia,28,Spanish,Spain,11,Defender,183,80,Right
P00069,Ferran Cubarsi,24,Spanish,Spain,17,Midfielder,181,81,Left
P00057,Gavi Asensio,22,Spanish,Spain,5,Defender,187,76,Right
P00058,Rodri Laporte,27,Spanish,Spain,6,Defender,188,80,Right
P00071,Marco Mikel,18,Spanish,Spain,19,Midfielder,183,70,Right
P00077,Ferran Morata,26,Spanish,Spain,25,Forward,188,78,Right
P00060,Ferran Pau,35,Spanish,Spain,8,Defender,179,72,Right
P00068,Alvaro Llorente,19,Spanish,Spain,16,Midfielder,186,80,Right
P00062,Marco Carvajal,33,Spanish,Spain,10,Defender,175,73,Right
P00076,Alvaro Gavi,28,Spanish,Spain,24,Forward,183,75,Right
P00078,Ansu Fati,27,Spanish,Spain,26,Forward,182,72,Right
P00065,Pedro Riquelme,24,Spanish,Spain,13,Midfielder,171,67,Right
P00066,Gavi Ramos,18,Spanish,Spain,14,Midfielder,177,72,Left
P00056,Pedro Torres,24,Spanish,Spain,4,Defender,176,78,Left
P00073,Pedro Cubarsi,20,Spanish,Spain,21,Forward,182,74,Right
P00074,Gavi Le Normand,25,Spanish,Spain,22,Forward,172,70,Right
P00070,Ansu Le Normand,19,Spanish,Spain,18,Midfielder,178,75,Right
P00061,Ansu Alba,28,Spanish,Spain,9,Defender,193,83,Right
P00064,Aymeric Yamal,27,Spanish,Spain,12,Defender,181,80,Left
P00072,Dani Gavi,21,Spanish,Spain,20,Midfielder,181,78,Right
P00053,Pedro Gavi,36,Spanish,Spain,1,Goalkeeper,191,80,Left
P00054,Gavi Morata,27,Spanish,Spain,2,Goalkeeper,190,75,Left
P01121,Andre Anguissa,31,Cameroonian,Cameroon,3,Goalkeeper,185,83,Left
P01143,Karl Aboubakar,19,Cameroonian,Cameroon,25,Forward,177,75,Left
P01136,Nicolas Mba,24,Cameroonian,Cameroon,18,Midfielder,172,70,Right
P01142,Vincent Choupo-Moting,25,Cameroonian,Cameroon,24,Forward,190,78,Right
P01138,Moumi Choupo-Moting,30,Cameroonian,Cameroon,20,Midfielder,172,69,Right
P01132,Eric Ndip,30,Cameroonian,Cameroon,14,Midfielder,172,68,Right
P01128,Jean Ondoa,24,Cameroonian,Cameroon,10,Defender,178,74,Right
P01123,Eric Zambo,31,Cameroonian,Cameroon,5,Defender,188,83,Right
P01139,Samuel Olinga,28,Cameroonian,Cameroon,21,Forward,185,74,Left
P01122,Samuel Toko-Ekambi,27,Cameroonian,Cameroon,4,Defender,190,81,Right
P01126,Karl Mbeumo,27,Cameroonian,Cameroon,8,Defender,180,72,Right
P01131,Samuel Moumi,22,Cameroonian,Cameroon,13,Midfielder,177,77,Right
P01140,Eric Mba,30,Cameroonian,Cameroon,22,Forward,180,77,Right
P01129,Moumi Hongla,23,Cameroonian,Cameroon,11,Defender,179,73,Right
P01127,Nicolas Siani,31,Cameroonian,Cameroon,9,Defender,188,80,Left
P01144,Nicolas Anguissa,32,Cameroonian,Cameroon,26,Forward,167,66,Left
P01141,Andre Bassogog,26,Cameroonian,Cameroon,23,Forward,179,73,Right
P01137,Jean Bassogog,22,Cameroonian,Cameroon,19,Midfielder,184,72,Right
P01125,Vincent Castelleto,22,Cameroonian,Cameroon,7,Defender,183,71,Right
P01130,Martin Njie,24,Cameroonian,Cameroon,12,Defender,180,76,Right
P01135,Karl Olinga,22,Cameroonian,Cameroon,17,Midfielder,176,78,Right
P01134,Vincent Lea,21,Cameroonian,Cameroon,16,Midfielder,177,71,Right
P01124,Andre Nkoulou,29,Cameroonian,Cameroon,6,Defender,180,74,Right
P01133,Andre Kunde,24,Cameroonian,Cameroon,15,Midfielder,175,73,Right
P01119,Samuel Choupo-Moting,26,Cameroonian,Cameroon,1,Goalkeeper,189,78,Right
P01120,Eric Aboubakar,24,Cameroonian,Cameroon,2,Goalkeeper,186,78,Right
P00731,Bryan Duarte,28,Costa Rican,Costa Rica,3,Goalkeeper,186,76,Right
P00744,Celso Zuniga,33,Costa Rican,Costa Rica,16,Midfielder,176,71,Right
P00747,Patrick Vargas,20,Costa Rican,Costa Rica,19,Midfielder,183,70,Right
P00738,Patrick Alvarado,30,Costa Rican,Costa Rica,10,Defender,179,74,Right
P00746,Randal Salas,32,Costa Rican,Costa Rica,18,Midfielder,171,68,Right
P00739,Oscar Chacon,29,Costa Rican,Costa Rica,11,Defender,177,79,Right
P00742,Joel Soto,26,Costa Rican,Costa Rica,14,Midfielder,179,71,Left
P00732,Keylor Calvo,27,Costa Rican,Costa Rica,4,Defender,190,79,Right
P00736,Francisco Wallace,27,Costa Rican,Costa Rica,8,Defender,180,75,Left
P00748,Oscar Campbell,29,Costa Rican,Costa Rica,20,Midfielder,185,78,Right
P00743,Bryan Leiton,27,Costa Rican,Costa Rica,15,Midfielder,174,75,Right
P00754,Randal Duarte,23,Costa Rican,Costa Rica,26,Forward,174,72,Right
P00733,Joel Oviedo,34,Costa Rican,Costa Rica,5,Defender,186,81,Right
P00740,Ronald Haxiel,26,Costa Rican,Costa Rica,12,Defender,180,72,Right
P00734,Bryan Matarrita,31,Costa Rican,Costa Rica,6,Defender,185,80,Left
P00735,Celso Tejeda,23,Costa Rican,Costa Rica,7,Defender,180,76,Right
P00745,Francisco Aguilar,26,Costa Rican,Costa Rica,17,Midfielder,173,75,Right
P00753,Francisco Borges,25,Costa Rican,Costa Rica,25,Forward,187,80,Right
P00737,Randal Brenes,23,Costa Rican,Costa Rica,9,Defender,188,78,Left
P00749,Keylor Aguilar,25,Costa Rican,Costa Rica,21,Forward,178,73,Right
P00752,Celso Campbell,27,Costa Rican,Costa Rica,24,Forward,182,67,Right
P00751,Bryan Vargas,28,Costa Rican,Costa Rica,23,Forward,176,72,Right
P00741,Keylor Watson,23,Costa Rican,Costa Rica,13,Midfielder,177,76,Right
P00750,Joel Salas,21,Costa Rican,Costa Rica,22,Forward,176,71,Right
P00730,Joel Borges,25,Costa Rican,Costa Rica,2,Goalkeeper,192,72,Right
P00729,Keylor Campbell,28,Costa Rican,Costa Rica,1,Goalkeeper,191,82,Right
P00730,Joel Borges,25,Costa Rican,Costa Rica,2,Goalkeeper,192,72,Right
P00742,Joel Soto,26,Costa Rican,Costa Rica,14,Midfielder,179,71,Left
P00747,Patrick Vargas,20,Costa Rican,Costa Rica,19,Midfielder,183,70,Right
P00736,Francisco Wallace,27,Costa Rican,Costa Rica,8,Defender,180,75,Left
P00738,Patrick Alvarado,30,Costa Rican,Costa Rica,10,Defender,179,74,Right
P00748,Oscar Campbell,29,Costa Rican,Costa Rica,20,Midfielder,185,78,Right
P00734,Bryan Matarrita,31,Costa Rican,Costa Rica,6,Defender,185,80,Left
P00750,Joel Salas,21,Costa Rican,Costa Rica,22,Forward,176,71,Right
P00741,Keylor Watson,23,Costa Rican,Costa Rica,13,Midfielder,177,76,Right
P00739,Oscar Chacon,29,Costa Rican,Costa Rica,11,Defender,177,79,Right
P00744,Celso Zuniga,33,Costa Rican,Costa Rica,16,Midfielder,176,71,Right
P00737,Randal Brenes,23,Costa Rican,Costa Rica,9,Defender,188,78,Left
P00740,Ronald Haxiel,26,Costa Rican,Costa Rica,12,Defender,180,72,Right
P00746,Randal Salas,32,Costa Rican,Costa Rica,18,Midfielder,171,68,Right
P00752,Celso Campbell,27,Costa Rican,Costa Rica,24,Forward,182,67,Right
P00745,Francisco Aguilar,26,Costa Rican,Costa Rica,17,Midfielder,173,75,Right
P00749,Keylor Aguilar,25,Costa Rican,Costa Rica,21,Forward,178,73,Right
P00743,Bryan Leiton,27,Costa Rican,Costa Rica,15,Midfielder,174,75,Right
P00735,Celso Tejeda,23,Costa Rican,Costa Rica,7,Defender,180,76,Right
P00753,Francisco Borges,25,Costa Rican,Costa Rica,25,Forward,187,80,Right
P00754,Randal Duarte,23,Costa Rican,Costa Rica,26,Forward,174,72,Right
P00751,Bryan Vargas,28,Costa Rican,Costa Rica,23,Forward,176,72,Right
P00733,Joel Oviedo,34,Costa Rican,Costa Rica,5,Defender,186,81,Right
P00732,Keylor Calvo,27,Costa Rican,Costa Rica,4,Defender,190,79,Right
P00729,Keylor Campbell,28,Costa Rican,Costa Rica,1,Goalkeeper,191,82,Right
P00731,Bryan Duarte,28,Costa Rican,Costa Rica,3,Goalkeeper,186,76,Right
P00105,Gianluigi Chiesa,33,Italian,Italy,1,Goalkeeper,187,75,Right
P00113,Ciro Spinazzola,31,Italian,Italy,9,Defender,186,77,Right
P00127,Nicolo Retegui,29,Italian,Italy,23,Forward,182,80,Left
P00112,Marco Locatelli,24,Italian,Italy,8,Defender,186,74,Right
P00114,Lorenzo Frascati,20,Italian,Italy,10,Defender,192,76,Right
P00125,Gianluigi Calafiori,25,Italian,Italy,21,Forward,189,77,Right
P00121,Marco Calafiori,24,Italian,Italy,17,Midfielder,184,76,Right
P00124,Stephan Chiesa,27,Italian,Italy,20,Midfielder,177,75,Right
P00129,Marco Tonali,27,Italian,Italy,25,Forward,171,68,Left
P00115,Stephan Guglielmo,25,Italian,Italy,11,Defender,189,77,Left
P00123,Lorenzo Retegui,34,Italian,Italy,19,Midfielder,177,74,Right
P00122,Ciro Colpani,26,Italian,Italy,18,Midfielder,177,76,Right
P00126,Federico Colpani,29,Italian,Italy,22,Forward,175,74,Right
P00117,Gianluigi Di Lorenzo,34,Italian,Italy,13,Midfielder,182,74,Left
P00109,Federico Pellegrini,24,Italian,Italy,5,Defender,172,71,Right
P00120,Sandro Bellanova,22,Italian,Italy,16,Midfielder,174,70,Right
P00128,Sandro Chiesa,31,Italian,Italy,24,Forward,185,78,Right
P00111,Sandro Scamacca,26,Italian,Italy,7,Defender,184,75,Right
P00110,Nicolo Bastoni,29,Italian,Italy,6,Defender,182,80,Left
P00108,Gianluigi Verratti,31,Italian,Italy,4,Defender,182,71,Right
P00119,Nicolo Vicario,27,Italian,Italy,15,Midfielder,170,74,Right
P00118,Federico Berardi,27,Italian,Italy,14,Midfielder,182,79,Right
P00130,Ciro Immobile,31,Italian,Italy,26,Forward,163,72,Right
P00116,Alessandro Udogie,24,Italian,Italy,12,Defender,185,77,Left
P00107,Nicolo Immobile,29,Italian,Italy,3,Goalkeeper,189,79,Right
P00106,Federico Tonali,38,Italian,Italy,2,Goalkeeper,183,77,Right
P00859,Mehdi Azmoun,30,Iranian,Iran,1,Goalkeeper,192,80,Right
P00872,Sardar Heydari,32,Iranian,Iran,14,Midfielder,168,65,Right
P00874,Saman Abdollahzadeh,18,Iranian,Iran,16,Midfielder,177,74,Right
P00873,Alireza Shojaei,26,Iranian,Iran,15,Midfielder,184,72,Right
P00875,Hidajat Hazbavi,33,Iranian,Iran,17,Midfielder,184,79,Left
P00869,Morteza Karimi,28,Iranian,Iran,11,Defender,189,77,Right
P00862,Mehdi Hajsafi,25,Iranian,Iran,4,Defender,176,75,Right
P00870,Ramin Moharrami,28,Iranian,Iran,12,Defender,182,74,Left
P00880,Sardar Moradi,21,Iranian,Iran,22,Forward,181,74,Right
P00884,Ehsan Hosseini,25,Iranian,Iran,26,Forward,170,74,Right
P00863,Sardar Ansarifard,30,Iranian,Iran,5,Defender,179,76,Right
P00877,Karim Nourollahi,26,Iranian,Iran,19,Midfielder,185,77,Left
P00883,Hidajat Ghoddos,24,Iranian,Iran,25,Forward,169,68,Right
P00868,Karim Dejagah,20,Iranian,Iran,10,Defender,180,70,Right
P00881,Alireza Nourollahi,26,Iranian,Iran,23,Forward,179,70,Left
P00878,Morteza Azmoun,36,Iranian,Iran,20,Midfielder,167,71,Right
P00867,Ehsan Gholizadeh,29,Iranian,Iran,9,Defender,187,81,Right
P00879,Mehdi Hazbavi,24,Iranian,Iran,21,Forward,185,79,Right
P00876,Ehsan Moradi,18,Iranian,Iran,18,Midfielder,174,76,Right
P00865,Saman Torabi,32,Iranian,Iran,7,Defender,185,77,Left
P00866,Hidajat Noorollahi,23,Iranian,Iran,8,Defender,181,77,Right
P00864,Alireza Rezaeian,26,Iranian,Iran,6,Defender,175,76,Left
P00882,Saman Azmoun,26,Iranian,Iran,24,Forward,174,70,Right
P00871,Mehdi Arefi,19,Iranian,Iran,13,Midfielder,176,72,Left
P00860,Sardar Ghoddos,24,Iranian,Iran,2,Goalkeeper,192,82,Right
P00861,Alireza Hosseini,35,Iranian,Iran,3,Goalkeeper,191,76,Left
P00601,Pervis Preciado,30,Ecuadorian,Ecuador,3,Goalkeeper,190,75,Right
P00604,Pervis Gruezo,28,Ecuadorian,Ecuador,6,Defender,188,77,Right
P00624,Sebastian Preciado,22,Ecuadorian,Ecuador,26,Forward,187,77,Right
P00617,Diego Molina,24,Ecuadorian,Ecuador,19,Midfielder,186,83,Right
P00621,Pervis Molina,24,Ecuadorian,Ecuador,23,Forward,177,75,Left
P00611,Enner Ibarra,29,Ecuadorian,Ecuador,13,Midfielder,175,72,Left
P00619,Enner Zapata,23,Ecuadorian,Ecuador,21,Forward,175,76,Left
P00623,Gonzalo Mena,24,Ecuadorian,Ecuador,25,Forward,169,71,Right
P00614,Angel Intriago,25,Ecuadorian,Ecuador,16,Midfielder,177,71,Right
P00622,Angel Caicedo,33,Ecuadorian,Ecuador,24,Forward,183,77,Left
P00605,Angel Plata,30,Ecuadorian,Ecuador,7,Defender,175,73,Left
P00603,Moises Torres,30,Ecuadorian,Ecuador,5,Defender,192,75,Left
P00618,Felix Caicedo,28,Ecuadorian,Ecuador,20,Midfielder,183,73,Right
P00609,Felix Rodriguez,23,Ecuadorian,Ecuador,11,Defender,188,76,Right
P00607,Sebastian Angulo,28,Ecuadorian,Ecuador,9,Defender,184,74,Right
P00606,Gonzalo Ramirez,23,Ecuadorian,Ecuador,8,Defender,197,84,Right
P00620,Moises Pellerano,24,Ecuadorian,Ecuador,22,Forward,180,75,Left
P00613,Pervis Palacios,27,Ecuadorian,Ecuador,15,Midfielder,178,76,Right
P00616,Sebastian Pellerano,32,Ecuadorian,Ecuador,18,Midfielder,179,73,Right
P00602,Enner Hincapie,24,Ecuadorian,Ecuador,4,Defender,183,76,Right
P00612,Moises Minda,27,Ecuadorian,Ecuador,14,Midfielder,178,75,Right
P00610,Jackson Canga,27,Ecuadorian,Ecuador,12,Defender,194,82,Right
P00615,Gonzalo Zapata,22,Ecuadorian,Ecuador,17,Midfielder,183,76,Right
P00608,Diego Pacho,30,Ecuadorian,Ecuador,10,Defender,189,81,Left
P00599,Enner Caicedo,30,Ecuadorian,Ecuador,1,Goalkeeper,185,74,Right
P00600,Moises Mena,32,Ecuadorian,Ecuador,2,Goalkeeper,185,80,Right
P01067,Victor Chukwueze,31,Nigerian,Nigeria,1,Goalkeeper,181,73,Right
P01079,Victor Ola-Aina,18,Nigerian,Nigeria,13,Midfielder,180,74,Right
P01083,Joe Ajayi,21,Nigerian,Nigeria,17,Midfielder,175,75,Right
P01082,Alex Awoniyi,19,Nigerian,Nigeria,16,Midfielder,176,75,Right
P01072,Wilfred Moffi,28,Nigerian,Nigeria,6,Defender,175,72,Right
P01076,Moses Nwabili,23,Nigerian,Nigeria,10,Defender,184,74,Left
P01071,Samuel Simon,29,Nigerian,Nigeria,5,Defender,183,76,Left
P01074,Joe Aina,29,Nigerian,Nigeria,8,Defender,191,76,Right
P01091,Joe Iwobi,24,Nigerian,Nigeria,25,Forward,180,76,Left
P01070,Victor Aribo,21,Nigerian,Nigeria,4,Defender,185,79,Left
P01073,Alex Ekong,30,Nigerian,Nigeria,7,Defender,190,77,Right
P01080,Samuel Uzoho,19,Nigerian,Nigeria,14,Midfielder,181,74,Right
P01081,Wilfred Iheanacho,25,Nigerian,Nigeria,15,Midfielder,170,67,Right
P01086,Ademola Chukwueze,24,Nigerian,Nigeria,20,Midfielder,170,71,Right
P01092,Calvin Okafor,29,Nigerian,Nigeria,26,Forward,185,74,Left
P01089,Wilfred Agbadou,26,Nigerian,Nigeria,23,Forward,179,72,Right
P01090,Alex Chukwueze,23,Nigerian,Nigeria,24,Forward,168,67,Left
P01077,Ademola Dessers,27,Nigerian,Nigeria,11,Defender,180,71,Left
P01075,Calvin Sanusi,21,Nigerian,Nigeria,9,Defender,178,72,Left
P01084,Calvin Ejuke,20,Nigerian,Nigeria,18,Midfielder,186,77,Left
P01085,Moses Agbadou,34,Nigerian,Nigeria,19,Midfielder,181,78,Left
P01078,Terem Bassey,27,Nigerian,Nigeria,12,Defender,187,71,Right
P01088,Samuel Ejuke,29,Nigerian,Nigeria,22,Forward,183,76,Right
P01087,Victor Ajayi,23,Nigerian,Nigeria,21,Forward,181,75,Right
P01068,Samuel Iwobi,28,Nigerian,Nigeria,2,Goalkeeper,194,83,Left
P01069,Wilfred Okafor,22,Nigerian,Nigeria,3,Goalkeeper,187,77,Right
P00443,Andrew McTominay,23,Scottish,Scotland,1,Goalkeeper,190,83,Right
P00455,Andrew Ferguson,26,Scottish,Scotland,13,Midfielder,180,74,Left
P00450,Graeme Doak,31,Scottish,Scotland,8,Defender,181,74,Right
P00456,Scott Lewis,24,Scottish,Scotland,14,Midfielder,180,76,Right
P00468,Liam Gilmour,23,Scottish,Scotland,26,Forward,177,76,Right
P00462,Callum McTominay,26,Scottish,Scotland,20,Midfielder,187,77,Left
P00461,Ryan Clark,23,Scottish,Scotland,19,Midfielder,187,81,Left
P00460,Liam Gallagher,28,Scottish,Scotland,18,Midfielder,188,82,Right
P00452,Ryan Forrest,26,Scottish,Scotland,10,Defender,180,75,Right
P00448,John Hanley,27,Scottish,Scotland,6,Defender,182,77,Right
P00454,Kieran Dykes,25,Scottish,Scotland,12,Defender,181,80,Right
P00446,Andrew Adams,21,Scottish,Scotland,4,Defender,195,81,Right
P00457,John Armstrong,26,Scottish,Scotland,15,Midfielder,178,75,Right
P00464,Scott Gallagher,29,Scottish,Scotland,22,Forward,177,78,Right
P00449,Stuart Hendry,27,Scottish,Scotland,7,Defender,180,72,Left
P00463,Andrew Jack,22,Scottish,Scotland,21,Forward,181,72,Right
P00453,Callum Christie,31,Scottish,Scotland,11,Defender,172,71,Right
P00466,Stuart McTominay,21,Scottish,Scotland,24,Forward,183,78,Right
P00451,Liam Turnbull,31,Scottish,Scotland,9,Defender,183,76,Right
P00458,Stuart Shankland,21,Scottish,Scotland,16,Midfielder,176,75,Left
P00467,Graeme McGregor,31,Scottish,Scotland,25,Forward,188,78,Right
P00447,Scott Patterson,23,Scottish,Scotland,5,Defender,197,79,Right
P00459,Graeme Jack,27,Scottish,Scotland,17,Midfielder,169,70,Right
P00465,John Clark,23,Scottish,Scotland,23,Forward,186,78,Left
P00445,John Gilmour,26,Scottish,Scotland,3,Goalkeeper,188,82,Right
P00444,Scott McGregor,32,Scottish,Scotland,2,Goalkeeper,188,77,Right
P00028,Jamal Havertz,23,German,Germany,2,Goalkeeper,192,81,Right
P00040,Jamal Koch,24,German,Germany,14,Midfielder,175,78,Right
P00038,Timo Henrichs,27,German,Germany,12,Defender,186,81,Right
P00031,Jamal Goretzka,28,German,Germany,5,Defender,183,74,Left
P00039,Joshua Tah,23,German,Germany,13,Midfielder,176,73,Right
P00052,Nico Schlotterbeck,30,German,Germany,26,Forward,191,79,Left
P00046,Florian Musiala,22,German,Germany,20,Midfielder,175,72,Right
P00030,Joshua Rudiger,26,German,Germany,4,Defender,184,79,Right
P00034,Antonio Gnabry,21,German,Germany,8,Defender,179,76,Left
P00033,Kai Neuer,21,German,Germany,7,Defender,180,72,Left
P00042,Kai Can,24,German,Germany,16,Midfielder,174,75,Right
P00037,Florian Brandt,31,German,Germany,11,Defender,183,75,Right
P00048,Jamal Volland,25,German,Germany,22,Forward,175,73,Right
P00047,Joshua Fulle,29,German,Germany,21,Forward,176,72,Right
P00050,Kai Musiala,32,German,Germany,24,Forward,176,72,Left
P00036,Leon Sule,25,German,Germany,10,Defender,186,72,Left
P00035,Nico Ginter,24,German,Germany,9,Defender,183,72,Right
P00041,Leroy Klostermann,27,German,Germany,15,Midfielder,187,74,Right
P00051,Antonio Havertz,28,German,Germany,25,Forward,177,75,Left
P00043,Antonio Fulle,24,German,Germany,17,Midfielder,181,85,Right
P00045,Leon Gotze,34,German,Germany,19,Midfielder,169,70,Left
P00044,Nico Volland,25,German,Germany,18,Midfielder,179,77,Right
P00032,Leroy Werner,29,German,Germany,6,Defender,184,79,Right
P00049,Leroy Gotze,25,German,Germany,23,Forward,179,79,Right
P00027,Joshua Musiala,27,German,Germany,1,Goalkeeper,185,80,Right
P00029,Leroy Schlotterbeck,29,German,Germany,3,Goalkeeper,195,81,Right
P00315,Marko Baumgartlinger,31,Austrian,Austria,3,Goalkeeper,187,75,Right
P00320,Stefan Hinteregger,24,Austrian,Austria,8,Defender,190,73,Right
P00321,Maximilian Seiwald,35,Austrian,Austria,9,Defender,178,78,Right
P00330,Maximilian Bavoli,24,Austrian,Austria,18,Midfielder,172,70,Right
P00329,Stefan Muhl,25,Austrian,Austria,17,Midfielder,182,75,Right
P00322,Florian Waldschmidt,22,Austrian,Austria,10,Defender,180,72,Right
P00325,David Ulmer,30,Austrian,Austria,13,Midfielder,171,72,Right
P00338,Maximilian Baumgartlinger,26,Austrian,Austria,26,Forward,180,73,Left
P00324,Philipp Friedl,24,Austrian,Austria,12,Defender,188,81,Right
P00318,Marko Gregoritsch,27,Austrian,Austria,6,Defender,182,74,Left
P00334,Marcel Bavoli,28,Austrian,Austria,22,Forward,184,79,Right
P00316,David Laimer,25,Austrian,Austria,4,Defender,177,74,Right
P00337,Stefan Lainer,26,Austrian,Austria,25,Forward,175,70,Right
P00328,Konrad Bardi,27,Austrian,Austria,16,Midfielder,175,70,Left
P00326,Marcel Dembir,22,Austrian,Austria,14,Midfielder,183,78,Right
P00335,Marko Kick,29,Austrian,Austria,23,Forward,173,70,Right
P00336,Konrad Sabitzer,26,Austrian,Austria,24,Forward,185,72,Left
P00317,Marcel Kalajdzic,33,Austrian,Austria,5,Defender,191,78,Right
P00323,Xaver Kofler,34,Austrian,Austria,11,Defender,182,79,Right
P00331,Florian Kick,33,Austrian,Austria,19,Midfielder,185,78,Right
P00319,Konrad Posch,27,Austrian,Austria,7,Defender,182,70,Right
P00327,Marko Borrmann,18,Austrian,Austria,15,Midfielder,180,75,Left
P00332,Xaver Sabitzer,21,Austrian,Austria,20,Midfielder,173,69,Left
P00333,David Muhl,18,Austrian,Austria,21,Forward,178,75,Right
